observed_at,retailer,external_id,name,price,currency,list_price,on_promotion,offer_type,in_stock
2026-08-11T09:35:36.558502+00:00,auchan,216773,"Vin alb sec Crama Girboiu Tectonic Rezerva, Sauvignon Blanc, Sarba si Plavaie, 0.75 l",49.99,RON,,0,catalogue,1
2026-08-11T09:35:36.559462+00:00,auchan,694686,"Vin alb demisec Suvorov Glamour, Sauvignon Blanc, 0.75 l",38.49,RON,,0,catalogue,1
2026-08-11T09:35:36.559588+00:00,auchan,694685,"Vin alb demidulce Suvorov Letto Muscat, 1 l",27.99,RON,,0,catalogue,1
2026-08-11T09:35:36.559670+00:00,auchan,694591,"Vin alb sec Simbol Tamaioasa Domeniile Bohotin, alcool 12.5%, 0.75 l",36.99,RON,,0,catalogue,1
2026-08-11T09:35:36.561674+00:00,auchan,692410,"Vin alb sec Purcari Chardonnay, 0.75 l",34.99,RON,,0,catalogue,1
2026-08-11T09:35:36.561768+00:00,auchan,691880,"Vin alb sec Domeniul Coroanei Segarcea Elite, Chardonnay 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.562001+00:00,auchan,542709,"Vin alb demisec Castel Huniade, Feteasca Regala, 0.75 l",19.39,RON,25.89,1,catalogue,1
2026-08-11T09:35:36.562203+00:00,auchan,542685,"Vin alb demisec Schwaben Wein, Feteasca Regala 0.75 l",19.89,RON,,0,catalogue,1
2026-08-11T09:35:36.562407+00:00,auchan,455614,"Vin alb demisec Jidvei Grigorescu, Gewurztraminer, 0.75 l",26.98,RON,,0,catalogue,1
2026-08-11T09:35:36.562708+00:00,auchan,226372,"Vin alb sec Cotnari Concept, Francusa, 0.75 l",23.79,RON,33.99,1,catalogue,1
2026-08-11T09:35:36.562801+00:00,auchan,753725,"Vin alb sec Murfatlar Aerosoli, Feteasca Regala, 0.75 l",41.49,RON,,0,catalogue,1
2026-08-11T09:35:36.562879+00:00,auchan,693112,"Vin alb sec Domeniile Davidescu Chardonnay, 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.562952+00:00,auchan,692409,"Vin alb sec de Purcari, Sauvignon Blanc 0.75 l",40.39,RON,,0,catalogue,1
2026-08-11T09:35:36.563146+00:00,auchan,691889,"Vin alb sec Domeniul Coroanei Segarcea Elite, Sauvignon Blanc 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.563378+00:00,auchan,640193,"Vin alb sec Domeniile Davidescu, Viorica si Pinot Grigio, 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.563630+00:00,auchan,574007,"Vin alb sec Domeniile Samburesti Chardonnay, 0.75 l",26.99,RON,38.69,1,catalogue,1
2026-08-11T09:35:36.563709+00:00,auchan,542715,"Vin alb demidulce Castel Huniade, Muscat Ottonel, alcool 12%, 0.75 l",19.39,RON,25.89,1,catalogue,1
2026-08-11T09:35:36.563947+00:00,auchan,542684,"Vin alb sec Schwaben Wein, Riesling Italian 0.75 l",19.89,RON,,0,catalogue,1
2026-08-11T09:35:36.564194+00:00,auchan,532987,"Vin alb dulce Cotnari Tamaioasa Romaneasca, DOC - CMD, 0.75 l",19.99,RON,,0,catalogue,1
2026-08-11T09:35:36.564310+00:00,auchan,532982,"Vin alb demidulce Cotnari, Eticheta Galbena 1.5 l",21.39,RON,,0,catalogue,1
2026-08-11T09:35:36.564515+00:00,auchan,532980,Vin alb dulce Grasa de Cotnari 0.75 l,27.39,RON,,0,catalogue,1
2026-08-11T09:35:36.564724+00:00,auchan,532978,"Vin alb demidulce Grasa de Cotnari, 0.75 l",17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.564901+00:00,auchan,532972,Vin alb demisec Grasa de Cotnari 0.75 l,17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.565114+00:00,auchan,532961,"Vin alb dulce Cotnari, Tamaioasa Romaneasca, DOC - CT, 0.75 l",21.19,RON,,0,catalogue,1
2026-08-11T09:35:36.565330+00:00,auchan,490106,"Vin alb sec Caii de la Letea Volumul 1, Sauvignon Blanc, 0.75 l",37.99,RON,,0,catalogue,1
2026-08-11T09:35:36.565418+00:00,auchan,490105,"Vin alb sec Caii de la Letea Volumul 1, Aligote, 0.75 l",37.99,RON,,0,catalogue,1
2026-08-11T09:35:36.565491+00:00,auchan,455827,"Pelin Carpatin, Pelin alb demisec de Urlati, 0.75 l",14.19,RON,16.79,1,catalogue,1
2026-08-11T09:35:36.565711+00:00,auchan,455823,"Pelin Carpatin, Pelin alb demisec de Urlati, 1.5 l",29.49,RON,,0,catalogue,1
2026-08-11T09:35:36.565910+00:00,auchan,455631,Vin Alb Demidulce Hora Muscat Ottonel Murfatlar 11.5% 0.75 l,16.39,RON,,0,catalogue,1
2026-08-11T09:35:36.566115+00:00,auchan,455615,"Vin alb demisec Jidvei Grigorescu, Feteasca Regala, 0.75 l",26.89,RON,,0,catalogue,1
2026-08-11T09:35:36.566338+00:00,auchan,455612,"Vin alb demisec Jidvei Grigorescu, Muscat, 0.75 l",26.98,RON,,0,catalogue,1
2026-08-11T09:35:36.567375+00:00,auchan,454929,"Vin alb sec Maiastru, Sauvignon Blanc, 0.25 l",9.89,RON,,0,catalogue,1
2026-08-11T09:35:36.567633+00:00,auchan,965470,"Vin alb sec Domeniile Vinju Mare Vinul Principelui, Tamaioasa Romaneasca si Chardonnay, 0.75 l",17.79,RON,,0,catalogue,1
2026-08-11T09:35:36.567741+00:00,auchan,694592,"Vin alb sec Simbol Sauvignon Domeniile Bohotin, alcool 12.5%, 0.75 l",36.5,RON,,0,catalogue,1
2026-08-11T09:35:36.567998+00:00,auchan,692603,"Vin alb sec Astrum Cervi, Sauvignon Blanc 0.75 l",21.29,RON,,0,catalogue,1
2026-08-11T09:35:36.568195+00:00,auchan,692416,"Vin Alb Sec Viorica de Purcari 13%, 0.75 l",36.99,RON,,0,catalogue,1
2026-08-11T09:35:36.568387+00:00,auchan,692415,"Vin alb sec de Purcari, Pinot Grigio 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.568628+00:00,auchan,691890,"Vin alb sec Domeniul Coroanei Segarcea Elite, Tamaioasa Romaneasca 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.568852+00:00,auchan,691888,"Vin alb sec Domeniul Coroanei Segarcea Elite, Feteasca Alba 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.569143+00:00,auchan,646111,"Vin alb Pierre Chanau Igp Ardeche Viognier, 0.75 l",28.89,RON,,0,catalogue,1
2026-08-11T09:35:36.569506+00:00,auchan,574016,"Vin alb sec Domeniile Samburesti, Sauvignon Blanc, 0.75 l",26.99,RON,38.69,1,catalogue,1
2026-08-11T09:35:36.569622+00:00,auchan,542710,"Vin alb sec Castel Huniade, Riesling Italian 0.75 l",19.39,RON,25.89,1,catalogue,1
2026-08-11T09:35:36.569827+00:00,auchan,542705,"Vin alb demidulce Schwaben Wein, Muscat Ottonel 0.75 l",19.89,RON,,0,catalogue,1
2026-08-11T09:35:36.570016+00:00,auchan,532981,"Vin alb demisec Euforia Tamaioasa, alcool 12%, 0.75 l",45.99,RON,,0,catalogue,1
2026-08-11T09:35:36.570212+00:00,auchan,532926,"Vin alb demidulce Zestrea Chardonnay, 13.5% alcool, 0.75 l",17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.570290+00:00,auchan,532859,"Vin alb demidulce Proles Pontica, Tamaioasa Romaneasca 1.5 l",23.49,RON,,0,catalogue,1
2026-08-11T09:35:36.570479+00:00,auchan,532775,"Vin alb dulce Sigillum Moldaviae, Tamaioasa Romaneasca 0.75 l",14.79,RON,18.52,1,catalogue,1
2026-08-11T09:35:36.570708+00:00,auchan,490288,"Vin alb Domeniile Vinju Mare, Tamaioasa Romaneasca 0.75 l",17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.570924+00:00,auchan,490123,"Vin alb sec Aurelia Visinescu Promessa, Chardonnay, 0.75 l",38.99,RON,,0,catalogue,1
2026-08-11T09:35:36.571004+00:00,auchan,490114,"Vin alb sec Caii De La Letea Legenda, 0.75 l",42.99,RON,,0,catalogue,1
2026-08-11T09:35:36.571197+00:00,auchan,489798,"Vin alb demi dulce Tokaji Furmint, 13%, 0.75 l",19.29,RON,,0,catalogue,1
2026-08-11T09:35:36.571391+00:00,auchan,457365,"Vin alb demisec Privighetoarea, Sauvignon Blac si Feteasca Regala, 0.75 l",9.5,RON,,0,catalogue,1
2026-08-11T09:35:36.571483+00:00,auchan,455642,"Vin alb sec Jidvei Tezaur, Sauvignon Blanc si Feteasca Regala, 0.75 l",36.39,RON,42.89,1,catalogue,1
2026-08-11T09:35:36.571594+00:00,auchan,455633,"Vin alb demisec Hora Murfatlar Sauvignon Blanc, 0.75 l",16.39,RON,,0,catalogue,1
2026-08-11T09:35:36.571789+00:00,auchan,455626,"Vin alb demisec Jidvei Grigorescu, Sauvignon Blanc, 0.75 l",26.98,RON,,0,catalogue,1
2026-08-11T09:35:36.571984+00:00,auchan,455621,"Vin alb demisec Jidvei Grigorescu, Pinot Gris, 0.75 l",26.98,RON,,0,catalogue,1
2026-08-11T09:35:36.572177+00:00,auchan,455613,"Vin alb sec Jidvei Traditional, Riesling, 0.75 l",18.79,RON,,0,catalogue,1
2026-08-11T09:35:36.572373+00:00,auchan,455611,"Vin alb sec Jidvei Clasic, Feteasca Regala 0.75 l",24.49,RON,,0,catalogue,1
2026-08-11T09:35:36.572598+00:00,auchan,455609,Vin alb demisec Jidvei Craita Transilvaniei 0.75 l,13.69,RON,16.19,1,catalogue,1
2026-08-11T09:35:36.572797+00:00,auchan,455573,"Vin alb demisec Budureasca, Sauvignon Blanc 0.75 l",32.99,RON,,0,catalogue,1
2026-08-11T09:35:36.573014+00:00,auchan,455571,"Vin alb demisec Budureasca, Sauvignon Blanc, Chardonnay, Pinot Gri, 0.75 l",32.99,RON,,0,catalogue,1
2026-08-11T09:35:36.573241+00:00,auchan,454863,"Vin alb sec Liliac Crepuscul Green, Feteasca Regala si Sauvignon Blanc, 0.75 l",29.99,RON,,0,catalogue,1
2026-08-11T09:35:36.573457+00:00,auchan,226365,"Vin alb demidulce Domeniile Urlati, Sauvignon Blanc si Muscat Ottonel, 0.75 l",29.99,RON,,0,catalogue,1
2026-08-11T09:35:36.573566+00:00,auchan,167278,"Vin alb sec Chateau Cristi Bravoure Fume, Chardonnay si Rkatsiteli, 0.75 l",32.99,RON,47.39,1,catalogue,1
2026-08-11T09:35:36.573668+00:00,auchan,993267,"Vin alb demisec 3 Pietre, Sauvignon Blanc, 0.75 l",11.19,RON,,0,catalogue,1
2026-08-11T09:35:36.573734+00:00,auchan,745811,"Vin alb demisec Genesis by Cotnari, alcool 13%, 0.75 l",40.49,RON,,0,catalogue,1
2026-08-11T09:35:36.573919+00:00,auchan,692267,"Vin alb demisec Ceptura Astrum Cervi, Feteasca Regala 0.75 l",21.29,RON,,0,catalogue,1
2026-08-11T09:35:36.574118+00:00,auchan,692181,"Vin alb sec Tectonic, Sauvignon Blanc si Chardonnay Fume, 0.75 l",37.49,RON,,0,catalogue,1
2026-08-11T09:35:36.574328+00:00,auchan,691892,"Vin alb sec Domeniul Coroanei Segarcea Prestige, Chardonnay 0.75 l",53.89,RON,,0,catalogue,1
2026-08-11T09:35:36.574583+00:00,auchan,542720,"Vin alb sec Castel Huniade, Sauvignon Blanc 0.187 l",9.19,RON,,0,catalogue,1
2026-08-11T09:35:36.574796+00:00,auchan,532974,"Vin alb demisec Cotnari, Eticheta Galbena 1.5 l",21.39,RON,,0,catalogue,1
2026-08-11T09:35:36.574980+00:00,auchan,532966,"Vin alb demisec Cotnari Inedit, Tamaioasa Romaneasca 0.75 l",18.49,RON,,0,catalogue,1
2026-08-11T09:35:36.575167+00:00,auchan,532836,"Vin alb demidulce Proles Pontica, Muscat Ottonel 1.5 l",23.49,RON,,0,catalogue,1
2026-08-11T09:35:36.575360+00:00,auchan,490318,"Vin alb demisec Viorica Castel Mimi, 13% alcool, 0.7 l",52.99,RON,,0,catalogue,1
2026-08-11T09:35:36.575591+00:00,auchan,490189,"Vin alb demisec Casa Panciu, Feteasca Regala, Muscat Ottonel 0.75 l",16.89,RON,19.99,1,catalogue,1
2026-08-11T09:35:36.575797+00:00,auchan,457526,Vin alb demidulce Lacrima lui Ovidiu 0.75 l,42.49,RON,,0,catalogue,1
2026-08-11T09:35:36.575971+00:00,auchan,455687,"Vin alb dulce Domeniile Tohani, Tamaioasa Romaneasca, 0.75 l",18.99,RON,,0,catalogue,1
2026-08-11T09:35:36.576169+00:00,auchan,455639,Vin Alb Sec Mysterium Cupaj 12.5% 0.75 l,47.99,RON,64.49,1,catalogue,1
2026-08-11T09:35:36.576376+00:00,auchan,455556,"Vin alb sec Nativus, Chardonnay 0.75 l",46.49,RON,,0,catalogue,1
2026-08-11T09:35:36.576601+00:00,auchan,455553,"Vin alb sec Nativus, Zghihara de Averesti 0.75 l",46.49,RON,,0,catalogue,1
2026-08-11T09:35:36.576807+00:00,auchan,455550,"Vin alb sec, Zghihara De Husi Averesti 0.75 l",16.79,RON,20.99,1,catalogue,1
2026-08-11T09:35:36.577041+00:00,auchan,454939,"Vin alb sec Caloian, Sauvignon Blanc, 0.75 l",26.59,RON,,0,catalogue,1
2026-08-11T09:35:36.577245+00:00,auchan,454882,"Vin alb sec Cricova, alcool 12%, 0.75 l",31.99,RON,,0,catalogue,1
2026-08-11T09:35:36.577443+00:00,auchan,291946,"Vin alb sec Castel Huniade, Sarba, 0.75 l",19.39,RON,25.89,1,catalogue,1
2026-08-11T09:35:36.577542+00:00,auchan,204377,"Vin alb sec Cramele Recas Explicit, Sauvignon Blanc, 0.375 l",26.59,RON,,0,catalogue,1
2026-08-11T09:35:36.577637+00:00,auchan,965461,"Vin alb sec Domeniile Vinju Mare Prince Vlad, Chardonnay, 0.75 l",39.49,RON,,0,catalogue,1
2026-08-11T09:35:36.577869+00:00,auchan,911697,"Vin alb sec Cramele Recas Explicit Sauvignon Blanc, 0.75 l",41.99,RON,,0,catalogue,1
2026-08-11T09:35:36.577960+00:00,auchan,871765,"Vin alb sec Crama de Matei Rosturi, Feteasca Regala si Feteasca Neagra, 0.75 l",35.99,RON,,0,catalogue,1
2026-08-11T09:35:36.578057+00:00,auchan,850585,"Vin alb sec Jidvei Owner’s Choice Maria, Pinot Gris, 0.75 l",72.89,RON,,0,catalogue,1
2026-08-11T09:35:36.578157+00:00,auchan,850501,"Vin alb sec Beciul Domnesc Cuvee 49' Blanc, Chardonnay si Tamaioasa Romaneasca, 0.75 l",112.99,RON,,0,catalogue,1
2026-08-11T09:35:36.578252+00:00,auchan,850499,"Vin alb sec Jidvei Owner’s Choice Ana, Chardonnay, 0.75 l",72.89,RON,,0,catalogue,1
2026-08-11T09:35:36.578341+00:00,auchan,844630,"Vin alb sec Chateau Pietro, Feteasca Regala, 0.75 l",19.99,RON,,0,catalogue,1
2026-08-11T09:35:36.578471+00:00,auchan,844626,"Vin alb demisec Chateau Pietro, Feteasca Regala, 0.75 l",19.99,RON,,0,catalogue,1
2026-08-11T09:35:36.578634+00:00,auchan,839572,"Vin alb sec Cantina di Negrar Delle Venezie, Pinot Grigio, 0.75 l",39.89,RON,49.99,1,catalogue,1
2026-08-11T09:35:36.579190+00:00,auchan,777044,"Vin alb demisec Prahova Valley Feteasca Regala, 0.75 l",20.49,RON,27.39,1,catalogue,1
2026-08-11T09:35:36.579345+00:00,auchan,753673,"Vin alb sec Domeniul Coroanei Segarcea Marama, Feteasca Regala, 0.75 l",64.99,RON,,0,catalogue,1
2026-08-11T09:35:36.579515+00:00,auchan,753672,"Vin alb sec Domeniul Coroanei Segarcea Marama, Feteasca Alba, 0.75 l",64.99,RON,,0,catalogue,1
2026-08-11T09:35:36.579701+00:00,auchan,746702,"Vin alb sec Feteasca de Tohani, 0.75 l",37.99,RON,,0,catalogue,1
2026-08-11T09:35:36.580054+00:00,auchan,741362,"Vin alb demisec Fautor Vie de Vis, Aligote, 0.75 l",35.99,RON,,0,catalogue,1
2026-08-11T09:35:36.580179+00:00,auchan,741361,"Vin alb sec Fautor Vie de Vis, Sauvignon Blanc, 0.75 l",24.99,RON,35.99,1,catalogue,1
2026-08-11T09:35:36.580320+00:00,auchan,741360,"Vin alb sec Fautor Vie de Vis, Chardonnay, 0.75 l",35.99,RON,,0,catalogue,1
2026-08-11T09:35:36.580465+00:00,auchan,741337,"Vin alb sec Vitis Nostra Delle Venezie, Pinot Grigio, 0.75 l",33.49,RON,,0,catalogue,1
2026-08-11T09:35:36.580604+00:00,auchan,729162,"Vin alb sec Silk & Spice White Blend, Bical si Arinto, 0.75 l",28.59,RON,43.99,1,catalogue,1
2026-08-11T09:35:36.580811+00:00,auchan,729149,"Vin alb demisec Domeniile Ostrov Pelin, alcool 11%, 0.75 l",12.99,RON,,0,catalogue,1
2026-08-11T09:35:36.580883+00:00,auchan,729013,"Vin alb demisec Crama Girboiu Tectonic, Tamaioasa Romaneasca, 0.75 l",37.49,RON,,0,catalogue,1
2026-08-11T09:35:36.580963+00:00,auchan,724893,"Vin alb sec Caii de la Letea Volumul II, 0.75 l",48.79,RON,60.99,1,catalogue,1
2026-08-11T09:35:36.581086+00:00,auchan,722483,"Vin alb sec Castel Mimi Sauvignon Blanc, 0.75 l",37.19,RON,,0,catalogue,1
2026-08-11T09:35:36.581166+00:00,auchan,695295,"Vin alb sec Purcari, Traminer, 0.75 l",56.89,RON,,0,catalogue,1
2026-08-11T09:35:36.581241+00:00,auchan,694683,"Vin alb sec Chateau Vartely Individo, Pinot Gris si Chardonnay, 0.75 l",37.99,RON,,0,catalogue,1
2026-08-11T09:35:36.581336+00:00,auchan,694682,"Vin alb sec Chateau Vartely Sauvignon Blanc, 0.75 l",32.29,RON,,0,catalogue,1
2026-08-11T09:35:36.581419+00:00,auchan,694622,"Vin alb demisec Aurelia Visinescu Nomad, Feteasca Regala, 0.75 l",29.99,RON,,0,catalogue,1
2026-08-11T09:35:36.581490+00:00,auchan,694614,"Vin alb sec Domnul de Roua, Sauvignon Blanc, Feteasca Regala, Muscat Ottonel 0.75 l, premiat",33.99,RON,,0,catalogue,1
2026-08-11T09:35:36.581764+00:00,auchan,694609,"Vin alb sec Vila Dobrusa, Sauvignon Blanc sec 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.581969+00:00,auchan,694607,"Vin alb sec Avincis Cuvee Petit, Sauvignon Blanc 0.75 l",54.99,RON,,0,catalogue,1
2026-08-11T09:35:36.582171+00:00,auchan,694593,"Vin alb demidulce Zurzur Tamaioasa Domeniile Bohotin, 0.75 l",22.19,RON,,0,catalogue,1
2026-08-11T09:35:36.582376+00:00,auchan,693441,"Vin alb sec Cricova Prestige, Pinot Grigio, alcool 12%, 0.75 l",30.89,RON,38.69,1,catalogue,1
2026-08-11T09:35:36.582463+00:00,auchan,693440,"Vin alb sec Cricova Prestige, Chardonnay, alcool 12.5%, 0.75 l",30.89,RON,38.69,1,catalogue,1
2026-08-11T09:35:36.582573+00:00,auchan,693091,"Vin alb dulce Royal Tokaj, 0.5 l",129.99,RON,,0,catalogue,1
2026-08-11T09:35:36.582757+00:00,auchan,693069,"Vin alb sec Frittmann Irsai Oliver, 0.75 l",26.49,RON,,0,catalogue,1
2026-08-11T09:35:36.582948+00:00,auchan,692665,Issa Sauvignon Blanc A S12.5%0.75 l,52.29,RON,,0,catalogue,1
2026-08-11T09:35:36.583142+00:00,auchan,692624,"Vin alb sec Issa Chardonnay, 0.75 l",45.99,RON,,0,catalogue,1
2026-08-11T09:35:36.583215+00:00,auchan,692614,"Vin alb sec Petite Helena, 0.75 l",145.89,RON,,0,catalogue,1
2026-08-11T09:35:36.583283+00:00,auchan,692414,"Vin alb sec de Purcari, Chardonnay 0.75 l",109.99,RON,,0,catalogue,1
2026-08-11T09:35:36.583477+00:00,auchan,692290,"Vin alb sec Ceptura Dominum Feteasca Regala & Chardonnay, 12.5%, 0.75 l",26.99,RON,,0,catalogue,1
2026-08-11T09:35:36.583726+00:00,auchan,692285,"Vin alb sec de Livia, Plavaie 0.75 l",21.19,RON,26.49,1,catalogue,1
2026-08-11T09:35:36.583916+00:00,auchan,692136,"Vin alb sec Cervus Magnus Monte, Feteasca Regala 0.75 l",34.99,RON,,0,catalogue,1
2026-08-11T09:35:36.584123+00:00,auchan,692129,"Vin alb demisec de Varancha, Feteasca Regala 0.75 l",21.39,RON,,0,catalogue,1
2026-08-11T09:35:36.584311+00:00,auchan,692125,"Vin alb sec Cervus Magnus Monte, Sauvignon Blanc 0.75 l",34.99,RON,,0,catalogue,1
2026-08-11T09:35:36.584514+00:00,auchan,692118,"Vin Alb Pelin Demisec, 13.5%, 0.75 l",15.59,RON,,0,catalogue,1
2026-08-11T09:35:36.584755+00:00,auchan,692025,Vin alb sec Chardonnay Terra Valleverde 0.75 l,55.59,RON,,0,catalogue,1
2026-08-11T09:35:36.584956+00:00,auchan,691943,"Vin alb sec Prestige pinot gris alb, 13%, 0.75 l",53.89,RON,,0,catalogue,1
2026-08-11T09:35:36.585203+00:00,auchan,691896,Vin alb sec Minima Moralia Sinceritate Domeniul Coroanei Segarcea 2011 0.75 l,98.89,RON,,0,catalogue,1
2026-08-11T09:35:36.585459+00:00,auchan,691895,"Vin alb sec Domeniul Coroanei Segarcea, Feteasca Alba Sauvignon Blanc, Pinot Gris 0.75 l",98.89,RON,,0,catalogue,1
2026-08-11T09:35:36.585730+00:00,auchan,665061,"Vin alb Pierre Chanau Bourgogne Chardonnay, 0.75 l",49.99,RON,,0,catalogue,1
2026-08-11T09:35:36.585939+00:00,auchan,665060,"Vin alb Pierre Chanau Ardeche Sauvignon Blanc, 0.75 l",19.99,RON,,0,catalogue,1
2026-08-11T09:35:36.586031+00:00,auchan,646120,"Vin alb Pierre Chanau Entre Deux Mers, 0.75 l",24.99,RON,,0,catalogue,1
2026-08-11T09:35:36.586227+00:00,auchan,646119,"Vin alb demisec Pierre Chanau Cremant d'Alsace, 0.75 l",44.99,RON,,0,catalogue,1
2026-08-11T09:35:36.586414+00:00,auchan,646114,"Vin alb Pierre Chanau Alsace Pinot Gris, 0.75 l",36.99,RON,,0,catalogue,1
2026-08-11T09:35:36.586497+00:00,auchan,640195,"Vin alb sec Vinul Cavalerului, Chardonnay, 0.75 l",29.39,RON,,0,catalogue,1
2026-08-11T09:35:36.586748+00:00,auchan,640194,"Vin alb sec Domeniile Davidescu Sauvignon Blanc & Chardonnay, 12.50%, 0.75 l",39.99,RON,,0,catalogue,1
2026-08-11T09:35:36.586979+00:00,auchan,618686,"Vin alb demisec Sigillum Muscat Ottonel, alcool 13 %, 0.75 l",18.39,RON,,0,catalogue,1
2026-08-11T09:35:36.587183+00:00,auchan,574028,"Vin alb demisec Alai Chardonnay, alcool 12.5%, 0.75 l",24.99,RON,,0,catalogue,1
2026-08-11T09:35:36.587262+00:00,auchan,574025,"Vin alb demisec Alai Sauvignon Blanc, alcool 12%, 0.75 l",24.99,RON,,0,catalogue,1
2026-08-11T09:35:36.587330+00:00,auchan,574024,"Vin alb sec Chateau Valvis Sauvignon Blanc, 0.75 l",57.0,RON,95.99,1,catalogue,1
2026-08-11T09:35:36.587418+00:00,auchan,574017,"Vin alb demisec Samburel de Olt Chardonnay, alcool 13%, 0.75 l",24.89,RON,,0,catalogue,1
2026-08-11T09:35:36.587647+00:00,auchan,574011,"Vin alb demisec Samburel de Olt Sauvignon Blanc, alcool 12%, 0.75 l",24.89,RON,,0,catalogue,1
2026-08-11T09:35:36.587843+00:00,auchan,574010,"Vin alb sec Chateau Valvis Chardonnay, 0.75 l",57.0,RON,95.99,1,catalogue,1
2026-08-11T09:35:36.587924+00:00,auchan,573861,"Vin alb sec Ungheni Bridge, Sauvignon Blanc, alcool 12%, 0.75 l",34.99,RON,,0,catalogue,1
2026-08-11T09:35:36.588000+00:00,auchan,545581,"Vin alb demisec Mateus, alcool 10%, 0.75 l",33.49,RON,,0,catalogue,1
2026-08-11T09:35:36.588210+00:00,auchan,542923,"Vin alb sec JP Chenet, Colombard, Sauvignon 0.75 l",28.19,RON,,0,catalogue,1
2026-08-11T09:35:36.588417+00:00,auchan,542916,"Vin alb sec El Emperador, Chardonnay 0.75 l",31.39,RON,,0,catalogue,1
2026-08-11T09:35:36.588684+00:00,auchan,542840,"Vin alb sec Banfi Fumaio Toscana, Chardonnay si Sauvignon Blanc, 0.75 l",54.99,RON,,0,catalogue,1
2026-08-11T09:35:36.588780+00:00,auchan,542727,"Vin alb demisec Cramele Recas Muse White, Feteasca Regala si Muscat Ottonel, 0.75 l",69.99,RON,,0,catalogue,1
2026-08-11T09:35:36.588857+00:00,auchan,542682,"Vin ecologic alb sec Domeniul Bogdan murfatlar, 0.75 l",34.59,RON,,0,catalogue,1
2026-08-11T09:35:36.589128+00:00,auchan,542670,"Vin ecologic alb demisec Domeniul Bogdan Sauvignon, 0.75 l",34.59,RON,,0,catalogue,1
2026-08-11T09:35:36.589334+00:00,auchan,542669,"Vin ecologic alb Domeniul Bogdan muscat ottonel, 0.75 l",34.59,RON,,0,catalogue,1
2026-08-11T09:35:36.589574+00:00,auchan,542664,"Vin alb sec Gitana, Chardonnay 0.75 l",49.49,RON,,0,catalogue,1
2026-08-11T09:35:36.589790+00:00,auchan,532986,"Vin alb demisec Cotnari, Tamaioasa Romaneasca si Francusa, 0.75 l",32.89,RON,,0,catalogue,1
2026-08-11T09:35:36.589881+00:00,auchan,532985,"Vin alb demidulce Cotnari, Feteasca Alba 0.75 l",18.49,RON,,0,catalogue,1
2026-08-11T09:35:36.590057+00:00,auchan,532965,"Vin alb sec Cotnari, Francusa 0.75 l",21.19,RON,,0,catalogue,1
2026-08-11T09:35:36.590237+00:00,auchan,532963,"Vin alb demisec Domenii Cotnari Tamaioasa Romaneasca, 0.75 l",34.59,RON,,0,catalogue,1
2026-08-11T09:35:36.590440+00:00,auchan,532950,"Vin alb sec Murfatlar Sauvignon Blanc, 12% alcool, 0.75 l",19.49,RON,,0,catalogue,1
2026-08-11T09:35:36.590548+00:00,auchan,532933,"Vin alb demisec Zestrea Sauvignon Blanc, 12.5% alcool, 0.75 l",17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.590770+00:00,auchan,532922,"Vin alb demidulce Zestrea Muscat Ottonel, 12% alcool, 0.75 l",17.99,RON,,0,catalogue,1
2026-08-11T09:35:36.590846+00:00,auchan,532774,"Vin Silgillum Moldaviae Feteasca Regala si Sauvignon Blanc, demidulce, 0.75 l",18.39,RON,,0,catalogue,1
2026-08-11T09:35:36.591058+00:00,auchan,532762,"Vin alb demidulce Beciul Domnesc, Muscat Ottonel 0.75 l",24.93,RON,,0,catalogue,1
2026-08-11T09:35:36.591248+00:00,auchan,532723,"Vin alb demidulce Beciul Domnesc Tamaioasa Romaneasca, 0.75 l",24.93,RON,,0,catalogue,1
2026-08-11T09:35:36.591323+00:00,auchan,532722,"Vin alb demisec Beciul Domnesc, Feteasca Regala 0.75 l",24.93,RON,,0,catalogue,1
2026-08-11T09:35:36.591538+00:00,auchan,532721,"Vin alb demisec Beciul Domnesc, Sauvignon Blanc 0.75 l",24.93,RON,,0,catalogue,1
2026-08-11T09:35:36.591732+00:00,auchan,532720,"Vin alb sec Beciul Domnesc, Chardonnay 0.75 l",24.93,RON,,0,catalogue,1
2026-08-11T09:35:36.591927+00:00,auchan,532719,"Vin alb dulce Beciul Domnesc Grand Reserve Tamaioasa Romaneasca, 0.75 l",34.89,RON,,0,catalogue,1
2026-08-11T09:35:36.592147+00:00,auchan,532700,"Vin alb dulce Comoara Pivnitei, Tamaioasa Romaneasca 0.75 l",81.89,RON,,0,catalogue,1
